source;target;id_x;source_name;new_id_x;id_y;target_name;new_id_y
6;163;295895267178537;Jumia Food;6;305811056194084;Jumia Food;163
6;486;295895267178537;Jumia Food;6;571383512944178;Jumia Food;486
6;478;295895267178537;Jumia Food;6;376968659058204;Jumia Food;478
6;518;295895267178537;Jumia Food;6;10150097174480500;McDonald's;518
7;293;417099964989484;Roy Yamaguchi;7;284470611661731;Chef Sheldon Simeon;293
7;265;417099964989484;Roy Yamaguchi;7;322716741231433;Logan Junior Chef;265
7;305;417099964989484;Roy Yamaguchi;7;48543634386;Outback Steakhouse;305
7;339;417099964989484;Roy Yamaguchi;7;58615925843;Carrabba's Italian Grill;339
7;35;417099964989484;Roy Yamaguchi;7;259336007835;Chef Robert Irvine;35
7;444;417099964989484;Roy Yamaguchi;7;52569966012;Roy's Restaurant;444
7;583;417099964989484;Roy Yamaguchi;7;47575451523;Bonefish Grill;583
8;278;106027143213;Chili's Grill & Bar;8;259641920364;On The Border;278
8;434;106027143213;Chili's Grill & Bar;8;123266741018020;Chef Mark Garcia;434
8;73;106027143213;Chili's Grill & Bar;8;129033827124612;Chili's México;73
8;98;106027143213;Chili's Grill & Bar;8;158450297606485;foodpanda;98
8;369;106027143213;Chili's Grill & Bar;8;123773157692614;Chili's Qatar;369
9;317;39106648118;José Andrés;9;127821870601223;Jacques Pépin;317
9;288;39106648118;José Andrés;9;134049266672525;Tom Colicchio;288
9;206;39106648118;José Andrés;9;375639339201167;Blue Ribbon Fried Chicken;206
9;289;39106648118;José Andrés;9;784253785021329;Michel Nischan;289
9;249;39106648118;José Andrés;9;976838152358677;Dunkin' Donuts;249
9;593;39106648118;José Andrés;9;110246852512;Chef Richard Sandoval;593
9;434;39106648118;José Andrés;9;123266741018020;Chef Mark Garcia;434
9;254;39106648118;José Andrés;9;562807423845157;Mei Lin;254
9;550;39106648118;José Andrés;9;696835277093511;Bryce Shuman;550
9;131;39106648118;José Andrés;9;499513386731951;Dining with Flynn;131
9;446;39106648118;José Andrés;9;162804180460992;Virginia Willis;446
9;89;39106648118;José Andrés;9;110313572374851;Chef Kent Graham;89
9;90;39106648118;José Andrés;9;117098158328132;Scott Conant;90
9;265;39106648118;José Andrés;9;322716741231433;Logan Junior Chef;265
9;15;39106648118;José Andrés;9;1536045796649040;Christina Tosi;15
9;340;39106648118;José Andrés;9;191755180854356;Eric Ripert;340
9;248;39106648118;José Andrés;9;433538630049239;Tom Aikens;248
9;229;39106648118;José Andrés;9;113804875354846;Chef Jet Tila;229
9;56;39106648118;José Andrés;9;154163310815;Alex Guarnaschelli;56
9;570;39106648118;José Andrés;9;105224156299105;Kristen Kish;570
9;189;39106648118;José Andrés;9;840078802741859;Jose Garces;189
9;611;39106648118;José Andrés;9;134948713328617;Robin Miller;611
9;107;39106648118;José Andrés;9;395832240617839;Daniel Humm;107
9;23;39106648118;José Andrés;9;182147948474480;Dean Fearing;23
9;465;39106648118;José Andrés;9;1481604538744300;Doug Adams;465
9;67;39106648118;José Andrés;9;233778186637566;David Chang;67
9;351;39106648118;José Andrés;9;199494110086268;Ken Oringer;351
9;498;39106648118;José Andrés;9;128604780553854;Dani García;498
10;393;243819455670327;Big Fernand;10;624020424353605;foodpanda;393
10;258;243819455670327;Big Fernand;10;215200481848118;Christophe Michalak;258
11;212;265471834168;Taco Bell Panamá;11;104798256222884;Taco Bell Costa Rica;212
11;485;265471834168;Taco Bell Panamá;11;178418212291848;Taco Bell Cyprus;485
11;264;265471834168;Taco Bell Panamá;11;18595834696;Taco Bell;264
11;380;265471834168;Taco Bell Panamá;11;148923998461176;Taco Bell Rep Dom;380
11;174;265471834168;Taco Bell Panamá;11;148757756474;Taco Bell Guatemala;174
11;259;265471834168;Taco Bell Panamá;11;157683440978747;Taco Bell El Salvador;259
12;548;583887734990912;Dunkin' Donuts;12;504997576203914;Dunkin' Donuts;548
12;618;583887734990912;Dunkin' Donuts;12;224383614973;Subway;618
12;310;583887734990912;Dunkin' Donuts;12;151441331571686;Dunkin' Coffee;310
13;352;1426599664271430;Eckart Witzigmann;13;271546371947;Alain Ducasse;352
14;264;17048584270;Boston Market;14;18595834696;Taco Bell;264
14;326;17048584270;Boston Market;14;15508591668;Dairy Queen;326
15;265;1536045796649040;Christina Tosi;15;322716741231433;Logan Junior Chef;265
15;70;1536045796649040;Christina Tosi;15;352709974289;Chef Daniel Boulud;70
15;340;1536045796649040;Christina Tosi;15;191755180854356;Eric Ripert;340
15;67;1536045796649040;Christina Tosi;15;233778186637566;David Chang;67
15;454;1536045796649040;Christina Tosi;15;1189829367698900;Zac Kara;454
15;505;1536045796649040;Christina Tosi;15;317226888480409;René Redzepi;505
15;43;1536045796649040;Christina Tosi;15;343576542333112;Roy Choi;43
15;432;1536045796649040;Christina Tosi;15;1444697135775130;Graham Elliot;432
15;56;1536045796649040;Christina Tosi;15;154163310815;Alex Guarnaschelli;56
16;516;158053774239828;Domino's Pizza;16;189188914464449;Domino's Pizza;516
16;119;158053774239828;Domino's Pizza;16;205632126148323;Domino's Pizza;119
16;400;158053774239828;Domino's Pizza;16;114659191954756;Domino's Pizza;400
16;545;158053774239828;Domino's Pizza;16;349930856069;Domino's Pizza;545
16;334;158053774239828;Domino's Pizza;16;212957268744033;Domino's Pizza;334
16;237;158053774239828;Domino's Pizza;16;205934159448817;Domino's Pizza;237
16;374;158053774239828;Domino's Pizza;16;166614353536212;JW Café - JW Marriott Hotel Hanoi;374
16;117;158053774239828;Domino's Pizza;16;165237120195992;Domino's Pizza;117
16;274;158053774239828;Domino's Pizza;16;227651392348;Domino's Pizza;274
16;613;158053774239828;Domino's Pizza;16;134339756634109;Domino's Pizza;613
16;466;158053774239828;Domino's Pizza;16;157425860958462;KFC;466
16;75;158053774239828;Domino's Pizza;16;1930770780496150;Domino's Pizza;75
17;185;335383453235287;Ernst Knam;17;83166933592;Mirko Ronzoni;185
17;608;335383453235287;Ernst Knam;17;626738214090722;Pasqualino Barbasso;608
17;450;335383453235287;Ernst Knam;17;128177050662351;Christian Bau;450
17;299;335383453235287;Ernst Knam;17;1451201965138860;Cristian D'Elia;299
17;65;335383453235287;Ernst Knam;17;50046157045;Cuoco Filippo La Mantia;65
18;265;107303196006488;NishaMadhulika;18;322716741231433;Logan Junior Chef;265
408;265;289797977824612;Paul Hollywood;408;322716741231433;Logan Junior Chef;265
408;418;289797977824612;Paul Hollywood;408;308825899294083;Chetna Makan;418
408;581;289797977824612;Paul Hollywood;408;320265424762748;Kevin Dundon;581
408;143;289797977824612;Paul Hollywood;408;160078174030287;Donal Skehan;143
408;599;289797977824612;Paul Hollywood;408;252467981545409;James Martin;599
20;324;1449761201973340;Maria Loi;20;309265085783080;Cesare Casella;324
20;355;1449761201973340;Maria Loi;20;571674656205968;Michael White;355
20;481;1449761201973340;Maria Loi;20;173209542743592;Dina Nikolaou;481
20;238;1449761201973340;Maria Loi;20;739256999422708;Seamus Mullen;238
20;242;1449761201973340;Maria Loi;20;336112469783293;Alfred Portale;242
20;160;1449761201973340;Maria Loi;20;161367560702495;Franklin Becker;160
21;516;300546993354858;Domino's Pizza;21;189188914464449;Domino's Pizza;516
21;441;300546993354858;Domino's Pizza;21;6657899956;Domino's Pizza;441
21;329;300546993354858;Domino's Pizza;21;117754781604926;Domino's Pizza;329
21;334;300546993354858;Domino's Pizza;21;212957268744033;Domino's Pizza;334
22;270;290821187627118;Delverde;22;1528835117349710;Delverde;270
22;187;290821187627118;Delverde;22;133125410052699;Delverde;187
22;104;290821187627118;Delverde;22;230347250348389;Juliana Lopez May;104
22;22;290821187627118;Delverde;22;290821187627118;Delverde;22
22;420;290821187627118;Delverde;22;182874008411527;Delverde;420
23;434;182147948474480;Dean Fearing;23;123266741018020;Chef Mark Garcia;434
23;58;182147948474480;Dean Fearing;23;153667861336296;Chef Jamie Gwen;58
23;128;182147948474480;Dean Fearing;23;231256153557419;Hugh Acheson;128
23;257;182147948474480;Dean Fearing;23;212719272125229;Marc Forgione;257
23;288;182147948474480;Dean Fearing;23;134049266672525;Tom Colicchio;288
23;277;182147948474480;Dean Fearing;23;94028442472;Chef Rick Tramonto;277
23;182;182147948474480;Dean Fearing;23;153612958024275;Bobby Flay;182
23;340;182147948474480;Dean Fearing;23;191755180854356;Eric Ripert;340
23;157;182147948474480;Dean Fearing;23;119127748110871;Chef Michelle Bernstein;157
23;227;182147948474480;Dean Fearing;23;118883637977;Wolfgang Puck;227
23;343;182147948474480;Dean Fearing;23;113284238736570;Hubert Keller;343
23;54;182147948474480;Dean Fearing;23;306460600540;Chef Casey Thompson;54
23;67;182147948474480;Dean Fearing;23;233778186637566;David Chang;67
24;547;157583377594492;Nando's;24;300219561764;Nando's;547
24;230;157583377594492;Nando's;24;192571900797733;Nando's;230
24;502;157583377594492;Nando's;24;86672264842;Nando's;502
24;306;157583377594492;Nando's;24;177861044655;Nando's;306
24;501;157583377594492;Nando's;24;7937537302;Nando's;501
24;591;157583377594492;Nando's;24;115410151325;Nando's;591
25;363;425805157498901;KFC;25;147138891998386;Jean-François Piège     -      Page Officielle;363
26;230;579684802099330;foodpanda;26;192571900797733;Nando's;230
27;424;402822549840003;McDonald's Vietnam;27;133213566752144;McDonald's;424
28;147;127243370632;Nando's;28;382521888502249;Nando's;147
28;230;127243370632;Nando's;28;192571900797733;Nando's;230
28;527;127243370632;Nando's;28;173790365966710;Nando's;527
29;49;22343544970;Bahama Breeze Island Grille;29;92873089221;Yard House;49
30;126;340816952637579;Nando's PERi-PERi;30;10150143501635300;Nando's;126
31;285;280155560076;McDonald's;31;245259852227462;Shane Delia;285
31;424;280155560076;McDonald's;31;133213566752144;McDonald's;424
31;543;280155560076;McDonald's;31;216380195055382;McDonald's;543
31;357;280155560076;McDonald's;31;296270482587;McDonald's;357
31;507;280155560076;McDonald's;31;273186302785180;McDonald's;507
31;508;280155560076;McDonald's;31;171145959587489;McDonald's;508
31;491;280155560076;McDonald's;31;377989235615324;McDonald's República Dominicana;491
31;169;280155560076;McDonald's;31;467455863286316;Gary Mehigan;169
31;595;280155560076;McDonald's;31;295457423886253;McDonald's Japan;595
31;41;280155560076;McDonald's;31;192537454121138;Matt Moran;41
31;63;280155560076;McDonald's;31;206755716014323;McDonald's;63
31;327;280155560076;McDonald's;31;358947734189113;McDonald's;327
31;266;280155560076;McDonald's;31;316873868381002;Magnum;266
31;48;280155560076;McDonald's;31;198175440197828;McDonald's;48
31;179;280155560076;McDonald's;31;142518590022;McDonald's;179
31;546;280155560076;McDonald's;31;430475073658657;McDonald's;546
31;518;280155560076;McDonald's;31;10150097174480500;McDonald's;518
31;142;280155560076;McDonald's;31;467114636632522;McDonald's;142
31;449;280155560076;McDonald's;31;169278773165517;Chef Pete Evans;449
31;269;280155560076;McDonald's;31;214714165291856;Raymond Blanc;269
31;524;280155560076;McDonald's;31;184820024876764;McDonald's;524
31;488;280155560076;McDonald's;31;281110965314147;McDonald's;488
31;515;280155560076;McDonald's;31;231194414781;McDonald's;515
31;193;280155560076;McDonald's;31;503836336312947;Massimo Mele;193
31;315;280155560076;McDonald's;31;186855391368186;McDonald's;315
32;89;60908652688;Sanjeev Kapoor;32;110313572374851;Chef Kent Graham;89
32;265;60908652688;Sanjeev Kapoor;32;322716741231433;Logan Junior Chef;265
32;183;60908652688;Sanjeev Kapoor;32;271192612903509;Saransh Goila;183
32;611;60908652688;Sanjeev Kapoor;32;134948713328617;Robin Miller;611
32;364;60908652688;Sanjeev Kapoor;32;680905465283768;Colin Fassnidge;364
32;581;60908652688;Sanjeev Kapoor;32;320265424762748;Kevin Dundon;581
32;159;60908652688;Sanjeev Kapoor;32;238234849696286;Leslie Gilliams;159
32;300;60908652688;Sanjeev Kapoor;32;298498000184245;Kunal Kapur;300
357;543;296270482587;McDonald's;357;216380195055382;McDonald's;543
357;504;296270482587;McDonald's;357;1472270066392710;McDonald's Deutschland Karriere;504
357;118;296270482587;McDonald's;357;205122802860438;McDonald's;118
357;430;296270482587;McDonald's;357;108010816922;McDonald's;430
357;524;296270482587;McDonald's;357;184820024876764;McDonald's;524
357;508;296270482587;McDonald's;357;171145959587489;McDonald's;508
357;164;296270482587;McDonald's;357;50245567013;McDonald's;164
357;165;296270482587;McDonald's;357;151998681485862;McDonald's;165
357;127;296270482587;McDonald's;357;100023357865;McDonald's;127
357;395;296270482587;McDonald's;357;186245911850;McDonald's;395
357;596;296270482587;McDonald's;357;179866158722992;McDonald's;596
357;79;296270482587;McDonald's;357;134191786290;McDonald's;79
357;515;296270482587;McDonald's;357;231194414781;McDonald's;515
357;48;296270482587;McDonald's;357;198175440197828;McDonald's;48
357;448;296270482587;McDonald's;357;100751049971141;McDonald's;448
357;179;296270482587;McDonald's;357;142518590022;McDonald's;179
357;518;296270482587;McDonald's;357;10150097174480500;McDonald's;518
357;335;296270482587;McDonald's;357;79667539019;McDonald's;335
357;307;296270482587;McDonald's;357;81367538651;McDonald's;307
357;491;296270482587;McDonald's;357;377989235615324;McDonald's República Dominicana;491
357;572;296270482587;McDonald's;357;43473682279;McDonald's;572
357;313;296270482587;McDonald's;357;130056317045746;McDonald's;313
357;63;296270482587;McDonald's;357;206755716014323;McDonald's;63
357;45;296270482587;McDonald's;357;168259133186421;McDonald's;45
357;532;296270482587;McDonald's;357;160513430630135;McDonald's;532
526;552;602828709773027;Paul Bocuse;526;313397520176;YANNICK ALLENO OFFICIEL;552
526;70;602828709773027;Paul Bocuse;526;352709974289;Chef Daniel Boulud;70
526;517;602828709773027;Paul Bocuse;526;133665613399748;Guillaume Gomez;517
526;181;602828709773027;Paul Bocuse;526;470045869701704;Bruno Ménard;181
526;558;602828709773027;Paul Bocuse;526;125126334280;Chef Rick Moonen;558
526;519;602828709773027;Paul Bocuse;526;257103037660874;Thierry Rautureau;519
526;352;602828709773027;Paul Bocuse;526;271546371947;Alain Ducasse;352
526;462;602828709773027;Paul Bocuse;526;585988254834156;Chef Guy Martin;462
526;224;602828709773027;Paul Bocuse;526;728927763843794;Christian Le Squer;224
526;235;602828709773027;Paul Bocuse;526;39971549934;Anne-Sophie Pic;235
526;536;602828709773027;Paul Bocuse;526;121885488019207;Bradley Ogden;536
526;403;602828709773027;Paul Bocuse;526;414248681960785;Christophe Bacquie;403
526;363;602828709773027;Paul Bocuse;526;147138891998386;Jean-François Piège     -      Page Officielle;363
526;195;602828709773027;Paul Bocuse;526;113754772042360;Vegan Black Metal Chef;195
526;388;602828709773027;Paul Bocuse;526;495943727082779;Valentin Neraudeau;388
526;498;602828709773027;Paul Bocuse;526;128604780553854;Dani García;498
526;87;602828709773027;Paul Bocuse;526;190911137630527;Geoffrey Zakarian;87
517;181;133665613399748;Guillaume Gomez;517;470045869701704;Bruno Ménard;181
517;403;133665613399748;Guillaume Gomez;517;414248681960785;Christophe Bacquie;403
517;224;133665613399748;Guillaume Gomez;517;728927763843794;Christian Le Squer;224
517;235;133665613399748;Guillaume Gomez;517;39971549934;Anne-Sophie Pic;235
34;89;678736412139674;Chef Shirley Chung;34;110313572374851;Chef Kent Graham;89
34;419;678736412139674;Chef Shirley Chung;34;280458984836;Melissa King;419
34;254;678736412139674;Chef Shirley Chung;34;562807423845157;Mei Lin;254
34;265;678736412139674;Chef Shirley Chung;34;322716741231433;Logan Junior Chef;265
34;373;678736412139674;Chef Shirley Chung;34;526749310751955;Chef Nina Compton;373
34;208;678736412139674;Chef Shirley Chung;34;488965727840708;Chef Sue Zemanick;208
35;536;259336007835;Chef Robert Irvine;35;121885488019207;Bradley Ogden;536
35;383;259336007835;Chef Robert Irvine;35;455071634533640;Chef Michael Ferraro;383
35;289;259336007835;Chef Robert Irvine;35;784253785021329;Michel Nischan;289
35;389;259336007835;Chef Robert Irvine;35;335576273200412;Emily Ellyn;389
35;131;259336007835;Chef Robert Irvine;35;499513386731951;Dining with Flynn;131
35;597;259336007835;Chef Robert Irvine;35;106075582777270;Aarón Sánchez;597
35;338;259336007835;Chef Robert Irvine;35;479140352140472;Dean Sheremet;338
35;87;259336007835;Chef Robert Irvine;35;190911137630527;Geoffrey Zakarian;87
35;89;259336007835;Chef Robert Irvine;35;110313572374851;Chef Kent Graham;89
35;90;259336007835;Chef Robert Irvine;35;117098158328132;Scott Conant;90
35;265;259336007835;Chef Robert Irvine;35;322716741231433;Logan Junior Chef;265
35;601;259336007835;Chef Robert Irvine;35;258113974257610;Chef Marc Murphy;601
35;56;259336007835;Chef Robert Irvine;35;154163310815;Alex Guarnaschelli;56
35;58;259336007835;Chef Robert Irvine;35;153667861336296;Chef Jamie Gwen;58
35;611;259336007835;Chef Robert Irvine;35;134948713328617;Robin Miller;611
35;439;259336007835;Chef Robert Irvine;35;356522324380914;Donatella Arpaia;439
35;615;259336007835;Chef Robert Irvine;35;325329256435;Chef Aaron McCargo Jr;615
35;195;259336007835;Chef Robert Irvine;35;113754772042360;Vegan Black Metal Chef;195
35;198;259336007835;Chef Robert Irvine;35;128212913875580;Chef Elizabeth Falkner;198
35;618;259336007835;Chef Robert Irvine;35;224383614973;Subway;618
35;243;259336007835;Chef Robert Irvine;35;169234869760766;Chef Brian Duffy;243
36;490;169847746754719;Ravintola Salve;36;838284249581145;RED Sushi and Hibachi Grill;490
37;389;165238106962081;Russell Jackson;37;335576273200412;Emily Ellyn;389
38;518;173167016063139;McDonald's;38;10150097174480500;McDonald's;518
411;449;390241291001201;Chef Grace Ramirez;411;169278773165517;Chef Pete Evans;449
40;344;447225048754345;Chef Hirohiko Shoda;40;168010067044;Iginio Massari;344
40;333;447225048754345;Chef Hirohiko Shoda;40;201728843220038;Niko Romito;333
40;352;447225048754345;Chef Hirohiko Shoda;40;271546371947;Alain Ducasse;352
40;538;447225048754345;Chef Hirohiko Shoda;40;1522329721386760;Bruno Barbieri;538
40;484;447225048754345;Chef Hirohiko Shoda;40;58711572016;Andy Luotto;484
40;240;447225048754345;Chef Hirohiko Shoda;40;277604159038202;Antonino Cannavacciuolo;240
41;434;192537454121138;Matt Moran;41;123266741018020;Chef Mark Garcia;434
41;265;192537454121138;Matt Moran;41;322716741231433;Logan Junior Chef;265
41;594;192537454121138;Matt Moran;41;150691824951210;Al Brown New Zealand Chef;594
41;397;192537454121138;Matt Moran;41;90378933554;My Cupcake Addiction;397
41;62;192537454121138;Matt Moran;41;265419893559536;Manu Feildel;62
41;465;192537454121138;Matt Moran;41;1481604538744300;Doug Adams;465
41;193;192537454121138;Matt Moran;41;503836336312947;Massimo Mele;193
41;109;192537454121138;Matt Moran;41;290972120985974;Audra Morrice;109
41;611;192537454121138;Matt Moran;41;134948713328617;Robin Miller;611
41;321;192537454121138;Matt Moran;41;143130559179802;Eddie Jackson - FIT CHEF EDDIE;321
41;121;192537454121138;Matt Moran;41;127638940656028;Simon Gault;121
41;282;192537454121138;Matt Moran;41;149277571810173;Karen Martini;282
42;467;72919441588;KFC;42;208460042503673;KFC;467
43;253;343576542333112;Roy Choi;43;117949981557539;Narda Lepes;253
43;102;343576542333112;Roy Choi;43;405828632861413;Amy Thielen;102
43;265;343576542333112;Roy Choi;43;322716741231433;Logan Junior Chef;265
43;360;343576542333112;Roy Choi;43;271057292973228;Monti Carlo;360
43;577;343576542333112;Roy Choi;43;761089117300591;D'O - Davide Oldani;577
43;39;343576542333112;Roy Choi;43;242217445821809;Chef Mary Sue Milliken;39
43;340;343576542333112;Roy Choi;43;191755180854356;Eric Ripert;340
43;229;343576542333112;Roy Choi;43;113804875354846;Chef Jet Tila;229
43;83;343576542333112;Roy Choi;43;284063441789238;Gregory Gourdet;83
43;505;343576542333112;Roy Choi;43;317226888480409;René Redzepi;505
43;67;343576542333112;Roy Choi;43;233778186637566;David Chang;67
44;265;1855560471339190;Kirti Bhoutika;44;322716741231433;Logan Junior Chef;265
180;496;73921188213;Cadillac Bar Houston;180;125443352176;Aquarium Restaurant - Nashville;496
180;331;73921188213;Cadillac Bar Houston;180;14837382209;Bubba Gump Shrimp Co.;331
180;209;73921188213;Cadillac Bar Houston;180;184320178272923;Cadillac Bar Kemah;209
180;520;73921188213;Cadillac Bar Houston;180;84369401553;T-rex Cafe;520
46;417;13166590145;Per Se;46;321602198304128;Princi;417
46;550;13166590145;Per Se;46;696835277093511;Bryce Shuman;550
46;86;13166590145;Per Se;46;395468873847178;ad hoc & addendum;86
46;317;13166590145;Per Se;46;127821870601223;Jacques Pépin;317
46;578;13166590145;Per Se;46;271853836189555;The French Laundry;578
46;110;13166590145;Per Se;46;994733277274487;Katie Pix;110
46;67;13166590145;Per Se;46;233778186637566;David Chang;67
47;475;468825543191243;Hard Rock Cafe Ibiza;47;78934590040;Steak 'n Shake;475
47;500;468825543191243;Hard Rock Cafe Ibiza;47;274142849334913;Destino Ibiza;500
47;508;468825543191243;Hard Rock Cafe Ibiza;47;171145959587489;McDonald's;508
48;518;198175440197828;McDonald's;48;10150097174480500;McDonald's;518
48;524;198175440197828;McDonald's;48;184820024876764;McDonald's;524
48;164;198175440197828;McDonald's;48;50245567013;McDonald's;164
49;293;92873089221;Yard House;49;284470611661731;Chef Sheldon Simeon;293
49;512;92873089221;Yard House;49;86744073413;Seasons 52;512
49;71;92873089221;Yard House;49;18618646804;Olive Garden;71
49;196;92873089221;Yard House;49;120283141419641;Eddie V's Prime Seafood;196
49;188;92873089221;Yard House;49;29803936348;Dick's Drive In Restaurant;188
50;544;252166901959;Chef Billy Parisi;50;213966370587;Chef Sam Talbot;544
50;70;252166901959;Chef Billy Parisi;50;352709974289;Chef Daniel Boulud;70
50;171;252166901959;Chef Billy Parisi;50;168915784243;Ochikeron;171
50;483;252166901959;Chef Billy Parisi;50;21543405100;Chick-fil-A;483
50;131;252166901959;Chef Billy Parisi;50;499513386731951;Dining with Flynn;131
50;289;252166901959;Chef Billy Parisi;50;784253785021329;Michel Nischan;289
50;182;252166901959;Chef Billy Parisi;50;153612958024275;Bobby Flay;182
50;340;252166901959;Chef Billy Parisi;50;191755180854356;Eric Ripert;340
50;183;252166901959;Chef Billy Parisi;50;271192612903509;Saransh Goila;183
50;562;252166901959;Chef Billy Parisi;50;125961667571000;משה שגב / Moshe Segev;562
50;578;252166901959;Chef Billy Parisi;50;271853836189555;The French Laundry;578
50;389;252166901959;Chef Billy Parisi;50;335576273200412;Emily Ellyn;389
50;67;252166901959;Chef Billy Parisi;50;233778186637566;David Chang;67
50;330;252166901959;Chef Billy Parisi;50;55341356095;Jimmy John's;330
52;113;46882171097;KFC;52;149061271779716;KFC;113
52;494;46882171097;KFC;52;114581942646;KFC;494
53;122;349649088456923;Chef Cynthia Louise;53;403789063017736;Matthew Kenney;122
54;265;306460600540;Chef Casey Thompson;54;322716741231433;Logan Junior Chef;265
54;275;306460600540;Chef Casey Thompson;54;87171216223;Chef Charlie Palmer;275
54;89;306460600540;Chef Casey Thompson;54;110313572374851;Chef Kent Graham;89
54;536;306460600540;Chef Casey Thompson;54;121885488019207;Bradley Ogden;536
55;210;155160144509150;River Crab Blue Water Inn;55;164255720303266;Gandy Dancer;210
55;158;155160144509150;River Crab Blue Water Inn;55;215489785145883;Big Fish Seafood Bistro;158
55;154;155160144509150;River Crab Blue Water Inn;55;197920933585417;Grand Concourse;154
55;437;155160144509150;River Crab Blue Water Inn;55;172440836148651;Big Fish Seafood Bistro;437
55;252;155160144509150;River Crab Blue Water Inn;55;223109181051682;Charley's Crab;252
55;78;155160144509150;River Crab Blue Water Inn;55;161390063923503;Gandy Dancer Saloon/Oyster Bar;78
55;452;155160144509150;River Crab Blue Water Inn;55;222502807762390;Meriwether's;452
55;214;155160144509150;River Crab Blue Water Inn;55;191649670859439;Chart House;214
56;68;154163310815;Alex Guarnaschelli;56;134330376691970;Dan Kluger;68
56;383;154163310815;Alex Guarnaschelli;56;455071634533640;Chef Michael Ferraro;383
56;116;154163310815;Alex Guarnaschelli;56;59699097994;Chef David Burke;116
56;70;154163310815;Alex Guarnaschelli;56;352709974289;Chef Daniel Boulud;70
56;597;154163310815;Alex Guarnaschelli;56;106075582777270;Aarón Sánchez;597
56;505;154163310815;Alex Guarnaschelli;56;317226888480409;René Redzepi;505
56;389;154163310815;Alex Guarnaschelli;56;335576273200412;Emily Ellyn;389
56;479;154163310815;Alex Guarnaschelli;56;1538278056408600;Chef Derrick Fox;479
56;359;154163310815;Alex Guarnaschelli;56;143533645671591;Hearth;359
56;128;154163310815;Alex Guarnaschelli;56;231256153557419;Hugh Acheson;128
56;439;154163310815;Alex Guarnaschelli;56;356522324380914;Donatella Arpaia;439
56;130;154163310815;Alex Guarnaschelli;56;151119561759150;Tim Love;130
56;131;154163310815;Alex Guarnaschelli;56;499513386731951;Dining with Flynn;131
56;217;154163310815;Alex Guarnaschelli;56;153988981430;Marcus Samuelsson;217
56;338;154163310815;Alex Guarnaschelli;56;479140352140472;Dean Sheremet;338
56;584;154163310815;Alex Guarnaschelli;56;133129056774026;Julia Child;584
56;87;154163310815;Alex Guarnaschelli;56;190911137630527;Geoffrey Zakarian;87
56;89;154163310815;Alex Guarnaschelli;56;110313572374851;Chef Kent Graham;89
56;90;154163310815;Alex Guarnaschelli;56;117098158328132;Scott Conant;90
56;265;154163310815;Alex Guarnaschelli;56;322716741231433;Logan Junior Chef;265
56;601;154163310815;Alex Guarnaschelli;56;258113974257610;Chef Marc Murphy;601
